,chembl_id,IC50,units,canonical_smiles,pIC50
2057,CHEMBL251315,662.0,nM,CCOc1cc2ncnc(C#C[C@](C)(Cc3ccccc3)N4CCC(CC4)C(=O)O)c2cc1OCC,6.1791420105603
5057,CHEMBL3344216,4.1,nM,CN(C)[C@H](CS(=O)(=O)C)c1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,8.387216143280265
2167,CHEMBL417420,2.951,nM,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,8.53003079050004
4865,CHEMBL3233766,770.0,nM,OCCN1CCN(CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,6.113509274827518
1592,CHEMBL184750,650.0,nM,Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,6.187086643357144
5590,CHEMBL3763757,5.94,nM,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(OC)c3)c2cc1OCCOC,8.226213555018806
6805,CHEMBL4103761,1200.0,nM,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nc23)c6cc(OC)ccc6F,5.920818753952375
5877,CHEMBL3890186,8.0,nM,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c2cc1NC(=O)\C=C\CN6CCCC6,8.096910013008056
964,CHEMBL77397,2500.0,nM,COc1cc(\C=C(/C)\[N+](=O)[O-])ccc1OS(=O)(=O)c2ccc(cc2)C(=O)O,5.6020599913279625
2687,CHEMBL126384,5.37,nM,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,8.270025714300445
3251,CHEMBL1243255,0.25,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNC,9.602059991327963
5171,CHEMBL3608434,194.0,nM,CCn1cc(Nc2nc(nc3c2ncn3C)N4C[C@@H](F)[C@@H](C4)NC(=O)C=C)c(OC)n1,6.7121982700697735
6028,CHEMBL3910297,1000.0,nM,C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(CNCC(=O)NO)cc3)c4ccccc4,6.0
829,CHEMBL79060,250.0,nM,Cc1cc2cc(Nc3ccnc4cc(sc34)c5ccc(CNCCN6CCNCC6)cc5)ccc2[nH]1,6.6020599913279625
5326,CHEMBL3680375,11.35,nM,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)\C=C\CN5CCCCC5)cc23)cc1Cl,7.945004138470859
6157,CHEMBL3671485,14.0,nM,CC(C)(C)NC(=O)N1CCC(COc2cc3ncnc(Nc4ccc(Br)cc4F)c3cc2NC(=O)C=C)CC1,7.853871964321762
80,CHEMBL78257,800.0,nM,NC(=C(C#N)C#N)\C(=C\c1cc(O)c(O)c(O)c1)\C#N,6.096910013008056
1230,CHEMBL52197,30.0,nM,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.522878745280337
1961,CHEMBL234577,130.0,nM,CN1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1,6.886056647693163
4847,CHEMBL3237940,4150.0,nM,Cc1nn(c(Cl)c1C2C(=C(N)N(C3=C2C(=O)CCC3)c4cccnc4)C#N)c5ccc(Cl)cc5,5.3819519032879075
4195,CHEMBL2064403,120.0,nM,O=C1Oc2cc3ncnc(Nc4ccc5[nH]ncc5c4)c3cc2N1CCCN6CCOCC6,6.920818753952375
2577,CHEMBL179224,10000.0,nM,FC(F)(F)c1ccc(NC(=O)Nc2ncnc3nn4ccccc4c23)cc1,5.0
1588,CHEMBL186080,150.0,nM,Cc1cc2c(Nc3ccc(F)c(Cl)c3)ncnn2c1,6.823908740944319
6827,CHEMBL4079553,10.71,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO,7.970210529168145
6804,CHEMBL4079506,1300.0,nM,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nc23)c6cc(OC)ccc6F,5.886056647693163
6043,CHEMBL3965087,8.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4ccc(O[C@H]5CCN(C5)C(=O)C=C)cc34)cc2Cl)c1,8.096910013008056
22,CHEMBL308134,125000.0,nM,Oc1ccc(C=C(C#N)C#N)cc1[N+](=O)[O-],3.9030899869919438
6622,CHEMBL4068814,65400.0,nM,CC(=O)c1ccccc1c2oc(Cc3nc4ccccc4[nH]3)nn2,4.184422251675732
2826,CHEMBL487254,9500.0,nM,N=C(Nc1ccccc1)SCCCN2C(=O)C3=C(C2=O)n4ccc5cccc(C6Cc7ccccc7N36)c45,5.022276394711152
1117,CHEMBL324371,100000.0,nM,CN(c1ccccc1)c2ncnc3ccccc23,4.0
1295,CHEMBL94062,2.0,nM,OCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.698970004336019
6635,CHEMBL4068254,31768.74,nM,C(c1oc(nn1)c2ccccc2)c3nc4ccccc4[nH]3,4.498000009658175
6343,CHEMBL3663935,1.3,nM,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCC(CC3)N4CCN(C)CC4)nc1O[C@@H]5CCCN(C5)C(=O)C=C,8.886056647693163
3313,CHEMBL1240554,1400.0,nM,CCOc1ccc(cc1OC)c2nn(C3CCCC3)c4ncnc(N)c24,5.853871964321762
1063,CHEMBL345641,100000.0,nM,O=C(Nc1ccccc1)c2c(SSc3[nH]c4ccccc4c3C(=O)Nc5ccccc5)[nH]c6ccccc26,4.0
6766,CHEMBL4064361,20.0,nM,COc1cc(Br)c(\C=C/2\C(\C(\CN(C2)C)=C\c3nc(C)c(C)nc3C)=N\O)cc1OC,7.698970004336019
2165,CHEMBL271328,2.344,nM,Brc1cccc(Nc2ncnc3cnc(NCCn4ccnc4)nc23)c1,8.630042392653946
1980,CHEMBL429827,86.0,nM,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c12,7.0655015487564325
3109,CHEMBL1080815,2700.0,nM,Clc1cccc(Nc2ncnc3ccc(Cl)cc23)c1,5.568636235841013
1463,CHEMBL55360,5100.0,nM,Cc1cccc(C)c1NC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N,5.292429823902063
1772,CHEMBL204467,33.0,nM,OCc1oc(cc1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,7.481486060122112
4238,CHEMBL2148053,11.0,nM,Cc1ccc(cc1)S(=O)(=O)O.CC(C)(C(=O)NCCn2ccc3ncnc(Nc4ccc(Oc5cccc(Cl)c5)c(Cl)c4)c23)S(=O)(=O)C,7.958607314841775
3864,CHEMBL1914671,33.0,nM,C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccccc3)c4ccc(F)cc4,7.481486060122112
4187,CHEMBL2064394,1700.0,nM,O=C1Oc2cc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c3cc2N1CCCN6CCOCC6,5.769551078621726
3449,CHEMBL1257998,2300.0,nM,CN1CCN(CC1)[C@@H]2CC[C@H](CC2)n3nc(c4ccc(Nc5oc6c(Cl)cccc6n5)cc4)c7c(N)ncnc37,5.638272163982407
3380,CHEMBL1241681,2100.0,nM,Nc1ncnc2c1c(nn2C3CCCC3)c4ccc5ncccc5c4,5.6777807052660805
5000,CHEMBL3353403,357000.0,nM,COc1cc(N2CC[C@H](C2)N(C)C)c(NC(=O)C=C)cc1Nc3ncc(Cl)c(n3)c4cnn5ccccc45,3.447331783887807
2130,CHEMBL271408,3.548,nM,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCn4ccnc4,8.45001638884031
2649,CHEMBL39337,0.4365,nM,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.36001575195841
526,CHEMBL263788,790.0,nM,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)\C=C\CN(C)C,6.102372908709558
5476,CHEMBL3747277,7370.0,nM,CC(=O)N1N=C(CC1c2ccc(cc2)C(=O)OCCn3c(C)ncc3[N+](=O)[O-])c4ccc(Cl)cc4,5.132532512140949
2614,CHEMBL455174,1.202,nM,CC(=O)\C=C\C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.92009553233328
5800,CHEMBL3964380,86.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc5occc5)c3)ncnc2cc1OC,7.0655015487564325
2509,CHEMBL491686,1900.0,nM,Cc1cc(Nc2ccnc(Nc3cccc(c3)c4nc5ccccc5s4)n2)n[nH]1,5.721246399047171
3803,CHEMBL280998,26043.0,nM,Oc1ccccc1O,4.584308989059276
4705,CHEMBL3133754,2350.0,nM,COc1cc2ncnc(Nc3cccc(NC(=O)Nc4cccc(C)c4)c3)c2cc1OCCCN5CCOCC5,5.628932137728264
5106,CHEMBL3416598,275.0,nM,COc1ccccc1c2cc3c(NCc4cccnc4)ncnc3s2,6.560667306169737
4672,CHEMBL3098318,34600.0,nM,NS(=O)(=O)c1ccc(Nc2nc(Cl)nc3cc4OCOc4cc23)cc1,4.460923901207224
4481,CHEMBL2385984,5000.0,nM,CCOc1cc(c(cc1NC(=O)c2ccc(CN3CCN(C)CC3)cc2)C(=O)Nc4ccc(F)c(Cl)c4)[N+](=O)[O-],5.301029995663981
2770,CHEMBL507714,57.0,nM,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCN(CC8)S(=O)(=O)C,7.2441251443275085
2539,CHEMBL484119,2.3,/uM,COC[C@@H](Cn1ccnc1[N+](=O)[O-])OC(=O)c2ccc(NC=C3C(=O)C=CC3=O)cc2,8.638272163982407
3326,CHEMBL1241582,100000.0,nM,CC(C)n1nc(c2cccc(CO)c2)c3c(N)ncnc13,4.0
1986,CHEMBL428046,83.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CNCCO6)c45)ccc23)c1,7.080921907623926
4417,CHEMBL2332119,2600.0,nM,NC(=O)C1=C(N)C(=O)C=C(Nc2ccccc2O)C1=O,5.585026652029182
6228,CHEMBL3671554,26.0,nM,CC(=O)CNCCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.585026652029182
3976,CHEMBL1946843,25900.0,nM,CN(C)c1nc(N\N=C\c2cc(Br)c(O)c(Br)c2O)nc(Nc3ccc(F)cc3)n1,4.586700235918748
3049,CHEMBL601828,1120.0,nM,Oc1ccc(CN(Cc2cc(Br)cc(Br)c2O)C(=O)Nc3ccccc3)cc1,5.950781977329818
1064,CHEMBL117710,756.0,nM,Brc1cccc(Oc2ncnc3ccccc23)c1,6.121478204498794
4650,CHEMBL3092320,1581.0,nM,Fc1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)N5CCC(F)(F)C5)cc23)cc1Cl,5.801068130067791
4615,CHEMBL2435999,90.05,nM,COc1cc2c(Oc3ccc(NC(=O)c4cc(ccn4)c5ccc(C)cc5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,7.0455162828444475
2883,CHEMBL596059,63.0,nM,COc1cc(ccc1Nc2ncnc3cc(OC)c(OC)cc23)c4nc5ccccc5s4,7.200659450546418
2426,CHEMBL461311,76.0,nM,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C=O,7.119186407719209
3687,CHEMBL1821863,2360.0,nM,Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(Cl)cc3)c4nc(cs4)c5ccccc5,5.627087997029894
5562,CHEMBL3760071,4.0,nM,COC(=O)c1cc(OC)c(c(OC)c1)c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2,8.397940008672037
78,CHEMBL137617,39.0,nM,C\N=N\Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.4089353929735005
6712,CHEMBL4088760,35.4,nM,Brc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,7.450996737974212
4908,CHEMBL3263969,1907.0,nM,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(c4)c5occc5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,5.719649306953994
6112,CHEMBL3904450,1000.0,nM,COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCN(CC7)S(=O)(=O)C,6.0
5980,CHEMBL3902778,3.6,nM,ONC(=O)CCCCCCn1cc(nn1)c2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2,8.443697499232712
6383,CHEMBL3678957,5.0,nM,CC(C)n1c(Nc2ccc(cc2)C(F)(F)F)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,8.301029995663981
5898,CHEMBL3896779,8.0,nM,O=C(Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1)\C=C\CN5CCCC5,8.096910013008056
1416,CHEMBL332612,5.0,nM,Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.301029995663981
1781,CHEMBL381080,50.0,nM,CS(=O)(=O)CCC(=O)Nc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,7.301029995663981
1269,CHEMBL65038,15.0,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.823908740944319
3249,CHEMBL1243283,1.81,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNCc4cn(CCF)nn4,8.742321425130816
4096,CHEMBL2031302,0.18,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,9.744727494896694
1594,CHEMBL186001,200.0,nM,Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,6.698970004336019
4345,CHEMBL2315699,148.0,ug.mL-1,CC(C)[C@@H](NC1=CC(=O)C(=C(C\C=C(/C)\CC[C@@]2(C)CCC=C(C)[C@H]2C)C1=O)O)C(=O)O,6.8297382846050425
4371,CHEMBL2325087,660.0,nM,NC(=S)N1N=C(CC1c2ccc3ccccc3c2)c4ccc(Cl)c(Cl)c4,6.180456064458132
2101,CHEMBL249919,14.1,nM,OCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.85078088734462
6275,CHEMBL3676351,10000.0,nM,CONC(=O)c1cc(Nc2ncnc3cc(OCCNC(=O)C)c(NC(=O)C=C)cc23)c(F)cc1Br,5.0
6149,CHEMBL3671477,26.0,nM,CS(=O)(=O)CC(=O)N1CCC(COc2cc3ncnc(Nc4ccc(Br)cc4F)c3cc2NC(=O)C=C)CC1,7.585026652029182
3651,CHEMBL325156,4786.3,nM,CCN(CC)C(C)\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OC)C#N,5.32000008377078
2080,CHEMBL249927,97.0,nM,OCC(=O)N1CCC[C@@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,7.013228265733755
5472,CHEMBL3747079,9580.0,nM,CC(=O)N1N=C(CC1c2ccc(cc2)C(=O)OCCn3c(C)ncc3[N+](=O)[O-])c4ccccc4,5.018634490921456
2709,CHEMBL461795,6.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN4CC[C@H](C4)C(=O)N,8.221848749616356
6269,CHEMBL3676345,19.0,nM,CCN(CC)CCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(F)c3F)c2cc1NC(=O)C=C,7.721246399047171
3849,CHEMBL1914658,8.0,nM,Br.C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccccc4F,8.096910013008056
2515,CHEMBL462162,720.0,nM,COc1cc(Nc2ncnc3[nH]ccc23)ccc1c4nc5ccccc5s4,6.142667503568732
1320,CHEMBL91925,73.0,nM,CCN(CC)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.136677139879544
4108,CHEMBL2029689,9700.0,nM,Oc1ccc(Br)cc1\C=N\c2ccc(cc2)S(=O)(=O)N3CCCCC3,5.013228265733755
3263,CHEMBL1241299,100000.0,nM,Cn1nc(c2ccc(Br)c(O)c2)c3c(N)ncnc13,4.0
1093,CHEMBL351920,5600.0,nM,CC(=O)c1c(SSc2c(C(=O)C)c3ccccc3n2C)n(C)c4ccccc14,5.251811972993799
752,CHEMBL78249,70000.0,nM,Oc1ccc(CC(C#N)C(=N)S)cc1O,4.154901959985743
1862,CHEMBL215814,80.0,nM,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(c4)C(F)(F)F)c3c2,7.096910013008056
1345,CHEMBL176891,1.32,nM,CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.87942606879415
1663,CHEMBL436511,690.0,nM,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23,6.161150909262744
878,CHEMBL13629,10000.0,nM,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(Br)cc23)c1C,5.0
6,CHEMBL443268,5310.0,nM,CN1C(=O)\C(=C/c2[nH]c(cc2C)C(=O)NCCN3CCOCC3)\c4c(Nc5ccc(F)c(Cl)c5)ncnc14,5.274905478918531
3936,CHEMBL1933083,55.0,nM,CN(C)Cc1cccc(c1)C#Cc2c(C)ncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,7.259637310505756
4175,CHEMBL2064379,75000.0,nM,Cc1cc(C)cc(Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23)c1,4.1249387366083
6016,CHEMBL3975990,100.0,nM,ONC(=O)CCCCCCOc1ccc2ncnc(Nc3cccc(c3)C#C)c2c1,7.0
1403,CHEMBL53121,124.0,nM,Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.906578314837765
4816,CHEMBL3234736,550.0,nM,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cccnc4)c3)cc2C(F)(F)F)CC1,6.259637310505756
5143,CHEMBL3586179,9800.0,nM,Clc1cccc(Nc2ncnc3ccc(NC(=O)[C@@H]4CCCN4C5=NC(=O)\C(=C/c6cccnc6)\S5)cc23)c1,5.008773924307505
3867,CHEMBL1914674,14.0,nM,C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(cc3)C#N)c4ccc(F)cc4,7.853871964321762
3452,CHEMBL1272006,1090.0,nM,OC[C@@H](Nc1ncnc2sc3CCCc3c12)c4ccccc4,5.962573502059376
6808,CHEMBL4083916,365.0,nM,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(c4)C(C)C)nc23)c6cc(OC)ccc6F,6.437707135543525
6152,CHEMBL3671480,56.0,nM,Fc1cc(Br)ccc1Nc2ncnc3cc(OCc4ccncc4)c(NC(=O)C=C)cc23,7.251811972993799
3027,CHEMBL602328,970.0,nM,Oc1ccc(F)cc1\C=N\NC2=NC(=O)CS2,6.013228265733755
3479,CHEMBL1630115,29.0,nM,Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3,7.5376020021010435
5697,CHEMBL3805893,9040.0,nM,C(Oc1ccc(cc1)C2CC(=NN2c3ccccc3)c4ccc5OCCOc5c4)c6ccccc6,5.043831569524636
2598,CHEMBL490497,0.955,nM,COc1cc2ncnc(Cc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C,9.019996628416253
144,CHEMBL64430,5000.0,nM,Cn1c(SSc2c(C(=O)Nc3ccccc3)c4cc(ccc4n2C)[N+](=O)[O-])c(C(=O)Nc5ccccc5)c6cc(ccc16)[N+](=O)[O-],5.301029995663981
5925,CHEMBL3919609,1.5,nM,C[C@@H](Nc1ncnc2oc(cc12)c3ccc(O)cc3)c4ccccc4,8.823908740944319
5179,CHEMBL3612595,8.7,nM,CCOC(=O)CCCN1C(=O)Oc2cc3ncnc(Nc4cccc(O)c4)c3cc12,8.060480747381382
5929,CHEMBL3937527,56.0,nM,C[C@@H](Nc1ncnc2oc(cc12)c3ccc(Br)cc3)c4ccccc4,7.251811972993799
1904,CHEMBL1203938,47.7,nM,Cl.COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OC,7.321481620959886
1615,CHEMBL190094,0.11,nM,CN(C)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,9.958607314841775
4877,CHEMBL3233776,8.0,nM,Fc1ccc(Nc2ncnc3sc(NC(=O)\C=C\CNCc4ncccn4)cc23)cc1Cl,8.096910013008056
1142,CHEMBL102726,320.0,nM,C(Nc1ncnc2ccccc12)c3ccccc3,6.494850021680094
1494,CHEMBL417941,1600.0,nM,Oc1ccc(\C=C(/C#N)\C(=O)NC2CCCCC2)cc1O,5.795880017344075
4499,CHEMBL2385964,1500.0,nM,Cc1ncc(C#N)c(Nc2ccc(OCc3ccccn3)c(Cl)c2)c1C#Cc4oc(CNCCS(=O)(=O)C)cc4,5.823908740944319
3721,CHEMBL1821896,8630.0,nM,COc1ccc(cc1)C2=NN(C(C2)c3ccc(cc3)[N+](=O)[O-])c4nc(cs4)c5ccccc5,5.06398920428479
1885,CHEMBL214857,3.0,nM,COCCN1CCC(CC1)Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,8.522878745280337
2060,CHEMBL251125,1.8,nM,CCOc1cc2ncnc(C#Cc3c[nH]nc3c4ccc(F)cc4)c2cc1OCC,8.744727494896694
3808,CHEMBL104,69421.0,nM,Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4,4.158509134666999
4083,CHEMBL2029434,0.38,nM,COc1cc(ccc1Nc2ncc3CN(C(C)C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCN(C)CC5,9.42021640338319
2081,CHEMBL413987,191.0,nM,C[C@@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,6.718966632752273
3042,CHEMBL591050,26610.0,nM,[O-][N+](=O)c1cccc(\C=N\NC2=NC(=O)CS2)c1,4.574955125448611
4302,CHEMBL2283252,13230.0,nM,Fc1cc(F)cc(NC(=O)\C=C\c2ccccc2)c1,4.878440155812499
2606,CHEMBL524132,1.202,nM,CC(=C)C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.92009553233328
4903,CHEMBL3263964,94.0,nM,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(c4)c5ccsc5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,7.026872146400302
5924,CHEMBL3956112,4.6,nM,C[C@@H](Nc1ncnc2oc(cc12)c3cccc(O)c3)c4ccccc4,8.337242168318426
2971,CHEMBL605976,12.8,nM,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO,7.892790030352131
2799,CHEMBL474324,472.0,nM,COCCOc1cc2ncnc(c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OCCOC,6.3260580013659125
6155,CHEMBL3671483,36.0,nM,CCCNC(=O)N1CCC(COc2cc3ncnc(Nc4ccc(Br)cc4F)c3cc2NC(=O)C=C)CC1,7.443697499232712
1374,CHEMBL54784,1460.0,nM,C(Nc1ncnc2ccncc12)c3ccccc3,5.835647144215563
4498,CHEMBL2385960,45.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc4oc(CNCCS(=O)(=O)C)cc4,7.346787486224656
975,CHEMBL311133,7000.0,nM,C[C@@H](NC(=O)[C@@H](C)NC(=O)c1ccc(cc1)S(=O)(=O)Oc2ccc(\C=C\[N+](=O)[O-])cc2)C(=O)O,5.154901959985743
766,CHEMBL154911,100000.0,nM,SC1=Nc2ccccc2C1CCC(=O)NCc3ccccc3,4.0
4184,CHEMBL2064391,6800.0,nM,CC(=O)c1cccc(Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23)c1,5.167491087293763
3406,CHEMBL1242476,207.0,nM,CC(C)n1nc(c2ccc3c(N)n[nH]c3c2)c4c(N)ncnc14,6.684029654543083
6130,CHEMBL3655340,1.0,nM,CN1CCC[C@H]1\C=C\C(=O)N2CCc3c(C2)sc4ncnc(Nc5ccc(F)c(Cl)c5)c34,9.0
3344,CHEMBL1242031,100000.0,nM,CC(C)n1nc(c2cccc(c2)S(=O)(=O)N)c3c(N)ncnc13,4.0
5692,CHEMBL3804886,83.88,nM,Fc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c5OCCOc5c23)c1,7.076341578206693
6641,CHEMBL4065301,60953.69,nM,COc1cccc(c1OC)c2oc(Cc3nc4ccccc4[nH]3)nn2,4.2149999980336235
2707,CHEMBL516979,1.66,nM,COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC,8.779891911959945
199,CHEMBL135142,1.75,nM,FC(F)(F)\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.756961951313706
6633,CHEMBL4079125,3698.28,nM,Clc1ccc(c(Cl)c1)c2oc(Cc3nc4ccccc4[nH]3)nn2,5.43200021111857
1301,CHEMBL122785,10300.0,nM,Oc1ccc(O)c(CNc2ccc(O)c(c2)S(=O)(=O)O)c1,4.987162775294828
2549,CHEMBL516375,34.67,nM,CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2,7.460046158343603
5756,CHEMBL3818364,1.19,nM,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@H]5COC(=O)N5,8.924453038607469
1643,CHEMBL438805,950.0,nM,CCCc1c(cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c12)C(=O)OCC,6.022276394711152
1458,CHEMBL55994,3100.0,nM,Oc1ccc(\C=C(/C#N)\C(=O)c2cccs2)cc1O,5.508638306165727
5882,CHEMBL3958482,16.0,nM,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1NC(=O)\C=C\CN5CCCCC5,7.795880017344075
1717,CHEMBL204223,6300.0,nM,COc1cc(OC)c2CNc3c(Nc4cccc(Br)c4)ncnc3Oc2c1,5.200659450546418
2848,CHEMBL565714,21.0,nM,CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCCN6CCNCC6,7.6777807052660805
4496,CHEMBL2385967,2300.0,nM,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(cc3)c4cncc(C#N)c4Nc5ccc(OCc6ccccn6)c(Cl)c5)CC1,5.638272163982407
2629,CHEMBL139095,0.7586,nM,Brc1cccc(Nc2ncnc3cnc(NS(=O)(=O)C=C)cc23)c1,9.119987161633228
2862,CHEMBL569880,9.0,nM,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1NC(=O)[C@@H]4CCCN4C(=O)C=C,8.045757490560675
4593,CHEMBL2437468,395.0,nM,COc1cc(ccc1Nc2ncc3N=CC(=O)N(c4ccc(NC(=O)C=C)cc4)c3n2)N5CCN(C)CC5,6.403402904373539
